Content type,Object ID,User ID,First View,Last View,Views,Clicks,Liked,Completed,Times Completed,Last Completed,Max Duration,Total Duration,Max Duration Percent,Last Duration
Show,585,176609,2019-12-22 22:54:29.243823+00:00,2019-12-23 19:06:31.041853+00:00,3,0,,,,,,,,
Video,2870,65734,2019-12-23 19:06:07.779994+00:00,2019-12-23 19:06:07.783325+00:00,1,0,,TRUE,1,20191223,235,235,100,235
Video,9794,169252,2019-12-23 18:24:07.525501+00:00,2019-12-23 19:06:02.994231+00:00,2,1,,TRUE,1,20191223,330,567,100,237
Video,13629,37593,2019-12-16 19:33:33.008613+00:00,2019-12-23 19:04:33.544846+00:00,2,0,TRUE,TRUE,1,20191223,60,60,100,60
Game,35,37628,2019-12-23 19:04:08.359234+00:00,2019-12-23 19:04:17.186124+00:00,7,7,,,,,,,,
Game,30,167077,2019-12-23 18:59:15.219254+00:00,2019-12-23 19:04:06.987223+00:00,2,2,,,,,,,,
Game,140,176229,2019-12-23 19:04:04.051541+00:00,2019-12-23 19:04:04.055365+00:00,1,1,,,,,,,,
Video,10690,176341,2019-12-23 19:03:58.653657+00:00,2019-12-23 19:03:58.659709+00:00,1,0,,,,,,,,
Game,53,37628,2019-10-02 20:46:36.570828+00:00,2019-12-23 19:03:52.006612+00:00,4,4,,,,,142.0939999,199.0609999,,44.6099999
Video,12248,170123,2019-12-23 19:03:51.555966+00:00,2019-12-23 19:03:51.559393+00:00,1,0,,TRUE,1,20191223,127,127,100,127
Show,73,176341,2019-12-23 19:03:50.228531+00:00,2019-12-23 19:03:50.232258+00:00,1,0,,,,,,,,
Video,316,176609,2019-12-23 19:03:38.761925+00:00,2019-12-23 19:03:44.152752+00:00,1,1,,,,,,,,
Video,13371,170716,2019-12-23 19:03:33.501838+00:00,2019-12-23 19:03:38.676531+00:00,1,1,,,,,643,643,195,643
Video,13774,53944,2019-12-22 18:05:25.488986+00:00,2019-12-23 19:03:34.716464+00:00,4,0,,TRUE,4,20191223,330,1320,100,330
Show,572,170716,2019-10-19 13:20:50.012316+00:00,2019-12-23 19:03:33.474973+00:00,2,1,,,,,,,,
Video,13628,37593,2019-12-13 11:57:16.962752+00:00,2019-12-23 19:03:03.324596+00:00,8,7,TRUE,TRUE,2,20191223,70,205,100,70
Game,161,167077,2019-12-23 17:50:45.633311+00:00,2019-12-23 19:03:02.421731+00:00,5,5,,,,,,,,
Video,13129,162591,2019-08-31 17:15:10.493223+00:00,2019-12-23 19:03:00.258125+00:00,5,0,,TRUE,3,20191223,774,3219,100,774
Video,13631,37593,2019-12-23 19:02:37.304558+00:00,2019-12-23 19:02:37.308741+00:00,1,0,,,,,,,,
Video,12270,176609,2019-12-22 23:29:02.619384+00:00,2019-12-23 19:02:29.298313+00:00,2,3,,TRUE,1,20191222,300,504,100,204
Video,12247,170123,2019-12-18 00:56:52.701946+00:00,2019-12-23 19:01:53.785497+00:00,2,0,TRUE,TRUE,1,20191223,125,240,100,115
Video,284,25078,2019-11-10 20:00:17.774635+00:00,2019-12-23 19:01:38.509474+00:00,10,0,,TRUE,9,20191217,181,1629,100,181
Video,9791,176366,2019-12-23 19:01:30.306774+00:00,2019-12-23 19:01:30.309516+00:00,1,0,,,,,,,,
Game,58,37628,2019-12-23 19:01:28.879433+00:00,2019-12-23 19:01:28.882337+00:00,1,1,,,,,143.174,143.174,,143.174
Video,13231,166753,2019-09-02 09:54:49.323857+00:00,2019-12-23 19:01:27.301105+00:00,4,0,,TRUE,4,20191223,302,1208,100,302
Video,12080,65734,2019-12-23 19:01:25.867812+00:00,2019-12-23 19:01:25.871570+00:00,1,0,,TRUE,1,20191223,225,225,100,225
Video,13632,37593,2019-12-16 19:37:23.581726+00:00,2019-12-23 19:01:21.033362+00:00,7,15,,TRUE,1,20191223,72,109,100,72
Video,8730,176229,2019-12-23 19:01:19.550851+00:00,2019-12-23 19:01:19.553748+00:00,1,0,,,,,,,,
Video,9553,176366,2019-12-23 19:01:09.979140+00:00,2019-12-23 19:01:09.983100+00:00,1,0,,,,,17.97017515,17.97017515,9.408468667,17.97017515
Show,525,176366,2019-12-23 19:01:05.679673+00:00,2019-12-23 19:01:05.683415+00:00,1,0,,,,,,,,
Video,445,176366,2019-12-23 19:00:56.385334+00:00,2019-12-23 19:00:56.390912+00:00,1,0,,,,,50,50,8,50
Show,88,176366,2019-12-23 19:00:51.320230+00:00,2019-12-23 19:00:51.325994+00:00,1,0,,,,,,,,
Video,13289,176237,2019-12-18 15:36:22.184631+00:00,2019-12-23 19:00:50.747786+00:00,2,0,,,,,45,315,15,45
Video,13630,37593,2019-12-13 11:56:46.191952+00:00,2019-12-23 19:00:34.332427+00:00,4,1,TRUE,TRUE,1,20191223,41,48,100,41
Game,160,37628,2019-12-23 19:00:20.909067+00:00,2019-12-23 19:00:20.913029+00:00,1,1,,,,,62.24699998,62.24699998,,62.24699998
Video,11211,169892,2019-12-23 19:00:13.482566+00:00,2019-12-23 19:00:16.688609+00:00,1,1,,TRUE,1,20191223,1557,1557,100,1557
Game,28,37628,2019-10-18 03:24:40.498736+00:00,2019-12-23 18:59:56.960835+00:00,9,9,,,,,281.131,458.665,,17.41199994
Video,12935,65734,2019-12-23 18:59:54.381879+00:00,2019-12-23 18:59:54.385058+00:00,1,0,,TRUE,1,20191223,90,90,100,90
Video,12434,170123,2019-12-18 00:54:42.286057+00:00,2019-12-23 18:59:44.833487+00:00,3,1,,TRUE,2,20191223,127,265,100,127
Video,13129,171300,2019-12-23 18:58:59.477752+00:00,2019-12-23 18:59:02.465214+00:00,2,0,,,,,394,788,51,394
Video,8729,176229,2019-12-23 18:58:57.038115+00:00,2019-12-23 18:59:01.963376+00:00,1,1,,TRUE,1,20191223,135,135,100,135
Show,578,171300,2019-12-23 18:58:53.830863+00:00,2019-12-23 18:58:58.129997+00:00,3,0,,,,,,,,
Show,432,176229,2019-12-23 18:58:57.011036+00:00,2019-12-23 18:58:57.015099+00:00,1,0,,,,,,,,
Show,77,37593,2019-12-09 23:00:55.343250+00:00,2019-12-23 18:58:38.757993+00:00,5,5,,,,,,,,
Video,12934,65734,2019-12-23 18:58:23.688453+00:00,2019-12-23 18:58:23.691735+00:00,1,0,,TRUE,1,20191223,89,89,100,89
Video,12435,170123,2019-12-18 00:53:00.412428+00:00,2019-12-23 18:58:05.435710+00:00,2,0,,TRUE,2,20191223,99,198,100,99
Video,13259,171300,2019-12-23 18:57:51.762224+00:00,2019-12-23 18:57:51.765066+00:00,1,0,,,,,34,34,51,34
Video,11102,9025,2019-09-14 08:25:51.103013+00:00,2019-12-23 18:57:47.489562+00:00,4,0,,,,,167,303,55,3
Show,101,9025,2019-09-14 08:25:47.972182+00:00,2019-12-23 18:57:43.028755+00:00,5,2,,,,,,,,
Video,12269,176609,2019-12-23 18:57:25.663938+00:00,2019-12-23 18:57:25.667445+00:00,1,13,,TRUE,1,20191223,300,300,100,300
Video,26,160611,2019-12-23 18:57:25.466643+00:00,2019-12-23 18:57:25.470429+00:00,1,0,,,,,,,,
Video,9422,176030,2019-12-23 18:56:53.412045+00:00,2019-12-23 18:56:58.554676+00:00,1,1,,TRUE,1,20191223,280,280,100,280
Video,13996,176229,2019-12-23 18:56:47.807154+00:00,2019-12-23 18:56:56.631504+00:00,1,2,,,,,,,,
Show,523,176030,2019-12-23 18:56:53.394755+00:00,2019-12-23 18:56:53.398649+00:00,1,0,,,,,,,,
Video,10579,65734,2019-12-23 18:56:52.704472+00:00,2019-12-23 18:56:52.707327+00:00,1,0,,TRUE,1,20191223,90,90,100,90
Show,589,176229,2019-12-23 18:56:51.551295+00:00,2019-12-23 18:56:51.555152+00:00,1,0,,,,,,,,
Video,13215,171300,2019-12-23 18:56:42.768462+00:00,2019-12-23 18:56:42.773138+00:00,1,0,,TRUE,1,20191223,63,63,100,63
Video,6041,66709,2019-12-19 19:24:53.398499+00:00,2019-12-23 18:56:32.663510+00:00,3,0,,TRUE,2,20191222,111,222,100,111
Video,12436,170123,2019-12-18 00:51:53.315242+00:00,2019-12-23 18:56:30.727073+00:00,2,0,,TRUE,2,20191223,92,184,100,92
Video,13230,166753,2019-09-02 09:49:45.322902+00:00,2019-12-23 18:56:26.733032+00:00,4,0,,TRUE,4,20191223,301,1204,100,301
Video,13441,388,2019-12-23 18:11:05.122851+00:00,2019-12-23 18:55:44.157395+00:00,2,1,,,,,4250,4725,643,475
Video,12081,65734,2019-12-23 18:55:35.240617+00:00,2019-12-23 18:55:35.243645+00:00,1,0,,TRUE,1,20191223,76,76,100,76
Video,13216,171300,2019-12-23 18:53:23.958292+00:00,2019-12-23 18:55:33.805676+00:00,3,0,,TRUE,1,20191223,57,65,100,57
Show,584,171300,2019-12-23 18:53:13.419508+00:00,2019-12-23 18:55:28.423202+00:00,3,0,,,,,,,,
Video,11376,9025,2019-09-07 08:51:01.055301+00:00,2019-12-23 18:54:53.625063+00:00,9,9,,,,,2444,8559,157,2444
Video,13638,176361,2019-12-23 18:54:38.311285+00:00,2019-12-23 18:54:38.314918+00:00,1,0,,,,,,,,
Video,470,66709,2019-12-19 19:22:58.490308+00:00,2019-12-23 18:54:38.250201+00:00,3,1,,TRUE,3,20191223,111,333,100,111
Video,13637,176361,2019-12-23 18:54:20.098658+00:00,2019-12-23 18:54:20.102790+00:00,1,0,,,,,0,0,0,0
Video,2869,65734,2019-12-23 18:54:17.802984+00:00,2019-12-23 18:54:17.811018+00:00,1,0,,TRUE,1,20191223,78,78,100,78
Video,12437,170123,2019-12-18 00:49:01.807963+00:00,2019-12-23 18:54:07.454547+00:00,2,0,,TRUE,2,20191223,141,282,100,141
Video,13636,176361,2019-12-23 18:54:02.045871+00:00,2019-12-23 18:54:02.054787+00:00,1,0,,,,,0,0,0,0
Video,175,171300,2019-12-23 18:53:49.427744+00:00,2019-12-23 18:53:54.271674+00:00,2,0,,,,,212,424,80,212
Video,13283,176237,2019-12-18 15:31:13.957326+00:00,2019-12-23 18:53:50.838048+00:00,2,0,,TRUE,2,20191223,303,606,100,303
Video,280,25078,2019-11-10 19:57:08.113767+00:00,2019-12-23 18:53:48.362539+00:00,14,1,,TRUE,10,20191223,188,1880,100,188
Show,38,171300,2019-12-23 18:53:44.310695+00:00,2019-12-23 18:53:45.633767+00:00,2,1,,,,,,,,
Video,13635,176361,2019-12-23 18:53:43.879750+00:00,2019-12-23 18:53:43.883903+00:00,1,0,,,,,0,0,0,0
Video,10045,9025,2019-12-04 17:57:53.074385+00:00,2019-12-23 18:53:32.360532+00:00,6,0,,,,,201,484,54,123
Show,533,9025,2019-08-21 17:04:20.881947+00:00,2019-12-23 18:53:28.658274+00:00,6,1,,,,,,,,
Game,57,176366,2019-12-23 18:53:21.084151+00:00,2019-12-23 18:53:25.842179+00:00,2,2,,,,,,,,
Video,13634,176361,2019-12-23 18:53:25.415983+00:00,2019-12-23 18:53:25.419211+00:00,1,0,,,,,0,0,0,0
Video,11896,160611,2019-12-23 18:53:12.149237+00:00,2019-12-23 18:53:12.153442+00:00,1,0,,,,,0,0,0,0
Video,13633,176361,2019-12-23 18:53:08.301424+00:00,2019-12-23 18:53:08.305881+00:00,1,0,,,,,0,0,0,0
Video,12078,65734,2019-12-23 18:52:51.654725+00:00,2019-12-23 18:52:51.659393+00:00,1,0,,TRUE,1,20191223,83,83,100,83
Video,458,66709,2019-12-19 19:21:03.713585+00:00,2019-12-23 18:52:43.499076+00:00,2,0,,TRUE,2,20191223,111,222,100,111
Video,12265,176609,2019-12-23 18:52:22.699344+00:00,2019-12-23 18:52:22.703531+00:00,1,0,,TRUE,1,20191223,300,300,100,300
Video,13649,176361,2019-12-23 18:52:10.153027+00:00,2019-12-23 18:52:10.156870+00:00,1,0,,,,,0,0,0,0
Game,73,176366,2019-12-23 18:51:48.510299+00:00,2019-12-23 18:51:58.857864+00:00,5,5,,,,,,,,
Video,14004,176030,2019-12-23 18:51:46.356070+00:00,2019-12-23 18:51:54.137350+00:00,1,1,,,,,2401,2401,266,2401
Video,13648,176361,2019-12-23 18:51:12.639170+00:00,2019-12-23 18:51:54.057318+00:00,1,1,,,,,0,0,0,0
Video,12438,170123,2019-12-18 00:46:32.180316+00:00,2019-12-23 18:51:36.358336+00:00,2,0,,TRUE,2,20191223,147,294,100,147
Video,13348,162591,2019-12-23 18:51:19.046877+00:00,2019-12-23 18:51:23.777301+00:00,1,1,,TRUE,1,20191223,690,690,100,690
Video,13229,166753,2019-09-02 09:44:40.223590+00:00,2019-12-23 18:51:20.638738+00:00,4,0,,TRUE,4,20191223,301,1204,100,301
Show,578,162591,2019-08-31 16:47:57.904397+00:00,2019-12-23 18:51:19.004899+00:00,6,0,,,,,,,,
Show,493,176361,2019-12-23 18:51:12.590203+00:00,2019-12-23 18:51:12.596056+00:00,1,0,,,,,,,,
Game,63,171300,2019-12-23 18:50:35.496070+00:00,2019-12-23 18:51:11.211254+00:00,26,26,,,,,113.655,113.655,,113.655
Video,471,66709,2019-12-19 19:19:07.065967+00:00,2019-12-23 18:50:46.172518+00:00,2,0,,TRUE,2,20191223,111,222,100,111
Game,132,171300,2019-12-23 18:50:44.488481+00:00,2019-12-23 18:50:44.494601+00:00,1,1,,,,,,,,
Video,2868,65734,2019-12-23 01:42:36.632243+00:00,2019-12-23 18:50:33.155040+00:00,2,0,,TRUE,1,20191223,143,2339,100,143
Video,27,160611,2019-12-23 18:49:55.482568+00:00,2019-12-23 18:49:55.486526+00:00,1,0,,,,,0,0,0,0
Video,283,25078,2019-11-10 19:53:14.675491+00:00,2019-12-23 18:49:54.735364+00:00,13,0,,TRUE,12,20191223,231,2772,100,231
Video,13628,176361,2019-12-23 18:49:27.423980+00:00,2019-12-23 18:49:39.779669+00:00,1,2,,,,,,,,
Video,12439,170123,2019-12-18 00:44:27.494309+00:00,2019-12-23 18:49:33.145515+00:00,2,0,,TRUE,2,20191223,121,242,100,121
Show,77,176361,2019-12-23 18:49:31.218484+00:00,2019-12-23 18:49:31.222929+00:00,1,0,,,,,,,,
Game,79,176366,2019-12-23 18:49:12.581935+00:00,2019-12-23 18:49:16.815379+00:00,3,3,,,,,,,,
Game,74,176366,2019-12-23 18:49:15.776135+00:00,2019-12-23 18:49:15.779885+00:00,1,1,,,,,,,,
Video,10031,169252,2019-12-23 18:49:02.859546+00:00,2019-12-23 18:49:02.863900+00:00,1,0,,,,,951,951,308,951
Game,146,171300,2019-12-23 18:49:00.713210+00:00,2019-12-23 18:49:00.718708+00:00,1,1,,,,,13.28299999,13.28299999,,13.28299999
Video,469,66709,2019-12-19 19:17:10.078653+00:00,2019-12-23 18:48:48.107181+00:00,2,1,,TRUE,2,20191223,111,222,100,111
Video,10045,162591,2019-12-18 21:03:02.191106+00:00,2019-12-23 18:48:47.665973+00:00,8,0,,TRUE,4,20191223,568,3427,152,568
Show,94,66709,2019-12-16 20:36:57.691955+00:00,2019-12-23 18:48:42.332364+00:00,8,0,,,,,,,,
Video,13284,176237,2019-12-18 15:26:04.462058+00:00,2019-12-23 18:48:42.078317+00:00,2,0,,TRUE,2,20191223,303,606,100,303
Game,156,171248,2019-12-11 02:34:54.235840+00:00,2019-12-23 18:48:35.684353+00:00,4,4,,,,,,,,
Game,70,176366,2019-12-23 18:48:28.274488+00:00,2019-12-23 18:48:32.039775+00:00,2,2,,,,,,,,
Game,122,176366,2019-12-23 18:48:26.091541+00:00,2019-12-23 18:48:26.095148+00:00,1,1,,,,,,,,
Video,13383,66709,2019-12-23 18:48:13.285771+00:00,2019-12-23 18:48:20.075120+00:00,1,1,,,,,17,17,11,17
Show,586,66709,2019-12-23 18:48:05.319670+00:00,2019-12-23 18:48:13.259999+00:00,1,2,,,,,,,,
Show,568,9025,2019-09-05 18:32:31.526363+00:00,2019-12-23 18:47:35.250740+00:00,9,0,,,,,,,,
Video,312,176609,2019-12-23 18:47:08.813040+00:00,2019-12-23 18:47:12.262815+00:00,1,2,,TRUE,1,20191223,307,307,100,307
Video,12433,170123,2019-12-17 23:23:28.915192+00:00,2019-12-23 18:46:26.869390+00:00,3,1,,TRUE,2,20191223,184,369,100,184
Game,156,176366,2019-12-20 09:16:23.951631+00:00,2019-12-23 18:46:20.059428+00:00,18,18,,,,,,,,
Video,13159,166753,2019-09-02 09:39:35.415695+00:00,2019-12-23 18:46:20.015786+00:00,4,0,,TRUE,4,20191223,301,1204,100,301
Video,282,25078,2019-11-10 19:49:26.151825+00:00,2019-12-23 18:46:05.373541+00:00,17,0,,TRUE,12,20191223,227,2725.700324,100,227
Show,555,170123,2019-12-17 23:21:26.865757+00:00,2019-12-23 18:45:46.969696+00:00,5,2,,,,,,,,
Video,9941,176341,2019-12-23 18:45:46.777666+00:00,2019-12-23 18:45:46.780969+00:00,1,0,,,,,,,,
Show,528,176341,2019-12-23 18:45:32.898418+00:00,2019-12-23 18:45:32.901595+00:00,1,0,,,,,,,,
Video,11895,160611,2019-12-23 18:45:32.762392+00:00,2019-12-23 18:45:32.766785+00:00,1,0,,,,,0,0,0,0
Game,111,176366,2019-12-23 18:45:02.974127+00:00,2019-12-23 18:45:07.492805+00:00,2,2,,,,,,,,
Video,13440,388,2019-12-23 18:44:33.389213+00:00,2019-12-23 18:44:36.583252+00:00,1,1,,TRUE,1,20191223,661,661,100,661
Game,64,171248,2019-12-17 00:13:17.809872+00:00,2019-12-23 18:44:14.621554+00:00,4,4,,,,,99.19099998,99.19099998,,99.19099998
Game,53,176366,2019-12-23 18:44:03.510619+00:00,2019-12-23 18:44:11.129880+00:00,4,4,,,,,,,,
Video,10754,162591,2019-12-23 18:44:09.627737+00:00,2019-12-23 18:44:09.631029+00:00,1,0,,TRUE,1,20191223,278,278,100,278
Game,27,176366,2019-12-20 09:09:36.943840+00:00,2019-12-23 18:43:32.997965+00:00,17,17,,,,,13.0170002,13.0170002,,13.0170002
Video,13285,176237,2019-12-18 15:20:54.509006+00:00,2019-12-23 18:43:29.422801+00:00,2,0,,TRUE,2,20191223,303,606,100,303
Game,7,32175,2019-12-15 16:35:22.732524+00:00,2019-12-23 18:43:08.722162+00:00,2,2,,,,,219.9750001,219.9750001,,219.9750001
Game,132,176366,2019-12-20 08:57:28.960991+00:00,2019-12-23 18:43:06.397644+00:00,4,4,,,,,86.04500008,86.04500008,,86.04500008
Game,91,171300,2019-12-23 18:42:35.969578+00:00,2019-12-23 18:42:48.529685+00:00,2,2,,,,,345.9219999,345.9219999,,345.9219999
Video,12596,168342,2019-12-23 18:42:35.727959+00:00,2019-12-23 18:42:35.732489+00:00,1,0,,,,,,,,
Game,162,176366,2019-12-20 09:08:51.497513+00:00,2019-12-23 18:42:33.685866+00:00,3,3,,,,,18.40600014,18.40600014,,18.40600014
Video,13668,176670,2019-12-23 18:42:13.058358+00:00,2019-12-23 18:42:20.856130+00:00,1,1,,,,,165,825,53,165
Show,71,176670,2019-12-23 18:42:13.040192+00:00,2019-12-23 18:42:13.044132+00:00,1,0,,,,,,,,
Game,65,176366,2019-12-23 18:42:08.411368+00:00,2019-12-23 18:42:12.090012+00:00,2,2,,,,,6.392000198,6.392000198,,6.392000198
Game,63,176366,2019-12-23 18:42:07.087521+00:00,2019-12-23 18:42:07.091353+00:00,1,1,,,,,,,,
Video,9745,169252,2019-12-23 18:41:57.791345+00:00,2019-12-23 18:41:57.794744+00:00,1,0,,TRUE,1,20191223,398,398,100,398
Game,96,171300,2019-12-23 18:41:44.675925+00:00,2019-12-23 18:41:52.910515+00:00,2,2,,,,,41.60299993,41.60299993,,41.60299993
Video,1805,171248,2019-12-08 16:17:05.707504+00:00,2019-12-23 18:41:50.728526+00:00,2,0,,TRUE,1,20191208,259,446,139,259
Video,28,160611,2019-12-23 18:41:40.232882+00:00,2019-12-23 18:41:40.236842+00:00,1,0,,,,,0,0,0,0
Video,281,25078,2019-11-10 19:44:57.137281+00:00,2019-12-23 18:41:35.894025+00:00,38,16,,TRUE,12,20191223,267,3305.996944,100,267
Video,279,25078,2019-11-10 19:42:04.076042+00:00,2019-12-23 18:41:30.640831+00:00,40,0,,TRUE,9,20191203,170,1586.922239,100,170
Show,62,25078,2019-11-10 19:42:00.237257+00:00,2019-12-23 18:41:24.530205+00:00,22,12,,TRUE,1,20191110,,,,
Game,49,176366,2019-12-20 09:14:54.437987+00:00,2019-12-23 18:41:20.607010+00:00,5,5,,,,,80.82399988,96.19199991,,15.36800003
Video,13158,166753,2019-09-02 09:34:30.407941+00:00,2019-12-23 18:41:11.886889+00:00,5,0,,TRUE,4,20191223,303,1375,100,303
Video,576,176341,2019-12-23 18:41:00.964810+00:00,2019-12-23 18:41:00.968950+00:00,1,0,,,,,41,82,43,41
Video,6404,171248,2019-12-08 16:15:37.669451+00:00,2019-12-23 18:40:22.871549+00:00,2,0,,TRUE,2,20191223,86,172,100,86
Video,10032,176670,2019-12-23 18:38:59.014119+00:00,2019-12-23 18:40:11.380129+00:00,2,2,,,,,290,304,118,290
Show,301,176670,2019-12-23 18:38:58.995707+00:00,2019-12-23 18:40:05.992364+00:00,2,0,,,,,,,,
Video,12266,176609,2019-12-23 18:40:00.006566+00:00,2019-12-23 18:40:00.010714+00:00,1,0,,TRUE,1,20191223,300,300,100,300
Video,690,176341,2019-12-23 18:39:56.918355+00:00,2019-12-23 18:39:56.921270+00:00,1,0,,TRUE,1,20191223,61,61,100,61
Video,13561,176670,2019-12-23 18:39:53.276988+00:00,2019-12-23 18:39:53.280879+00:00,1,0,,,,,1,1,8,1
Game,159,172983,2019-12-23 18:39:43.326082+00:00,2019-12-23 18:39:43.334557+00:00,1,1,,,,,,,,
Video,10682,162591,2019-12-21 02:59:18.468037+00:00,2019-12-23 18:39:37.808342+00:00,2,0,,TRUE,1,20191223,266,324,100,266
Video,13645,176670,2019-12-23 18:39:20.726042+00:00,2019-12-23 18:39:29.021378+00:00,1,1,,TRUE,1,20191223,17,17,100,17
Show,243,65734,2019-09-09 17:48:29.282663+00:00,2019-12-23 18:39:28.118212+00:00,4,2,,TRUE,1,20191223,,,,
Show,493,176670,2019-12-23 18:39:20.710246+00:00,2019-12-23 18:39:20.713099+00:00,1,0,,,,,,,,
Video,13221,65734,2019-12-23 18:39:15.738982+00:00,2019-12-23 18:39:15.741950+00:00,1,0,,,,,30,30,12,30
Show,583,65734,2019-12-23 18:39:11.574894+00:00,2019-12-23 18:39:11.578971+00:00,1,0,,,,,,,,
Video,12935,176670,2019-12-23 18:38:47.199097+00:00,2019-12-23 18:38:57.668066+00:00,1,1,,,,,,,,
Video,784,176341,2019-12-23 18:38:49.031933+00:00,2019-12-23 18:38:49.035477+00:00,1,0,,TRUE,1,20191223,62,62,100,62
Show,243,176670,2019-12-23 18:38:47.171344+00:00,2019-12-23 18:38:47.176068+00:00,1,0,,,,,,,,
Show,107,176341,2019-12-23 18:38:41.660263+00:00,2019-12-23 18:38:41.667992+00:00,1,0,,,,,,,,
Video,12595,168342,2019-12-23 18:38:33.322625+00:00,2019-12-23 18:38:33.326237+00:00,1,0,,TRUE,1,20191223,239,239,100,239
Video,459,176341,2019-12-23 18:38:25.602523+00:00,2019-12-23 18:38:25.607429+00:00,1,0,,,,,101,101,15,101
Video,13258,176237,2019-12-18 15:13:27.002972+00:00,2019-12-23 18:38:19.624037+00:00,2,0,,TRUE,2,20191223,303,606,100,303
Show,95,176341,2019-12-23 18:38:16.797669+00:00,2019-12-23 18:38:16.802099+00:00,1,0,,,,,,,,
Video,12549,65734,2019-08-31 14:04:37.113555+00:00,2019-12-23 18:38:04.796997+00:00,5,3,,,,,368,590,87,126
Show,562,65734,2019-08-31 14:04:33.849418+00:00,2019-12-23 18:38:00.571927+00:00,2,1,,,,,,,,
Game,91,167077,2019-12-23 18:37:57.410205+00:00,2019-12-23 18:37:59.467167+00:00,2,2,,,,,,,,
Show,560,176670,2019-12-23 18:37:58.579855+00:00,2019-12-23 18:37:58.583164+00:00,1,0,,,,,,,,
Video,1806,171248,2019-12-08 16:12:33.252524+00:00,2019-12-23 18:37:18.525080+00:00,2,0,,TRUE,2,20191223,182,364,100,182
Show,196,171248,2019-12-08 16:12:28.753229+00:00,2019-12-23 18:37:13.602280+00:00,4,0,,,,,,,,
Video,11931,160611,2019-12-23 18:36:54.304797+00:00,2019-12-23 18:36:54.307755+00:00,1,0,,,,,0,0,0,0
Video,1109,176341,2019-12-23 18:36:50.566930+00:00,2019-12-23 18:36:50.570492+00:00,1,0,,,,,58,58,49,58
Video,440,172983,2019-12-23 18:36:36.360925+00:00,2019-12-23 18:36:45.285517+00:00,1,1,,,,,,,,
Show,154,176341,2019-12-23 18:36:39.978685+00:00,2019-12-23 18:36:39.981763+00:00,1,0,,,,,,,,
Show,71,172983,2019-12-23 18:36:36.340204+00:00,2019-12-23 18:36:36.344415+00:00,1,0,,,,,,,,
Show,75,176341,2019-12-23 18:35:21.527872+00:00,2019-12-23 18:36:22.551819+00:00,2,0,,,,,,,,
Video,376,176341,2019-12-23 18:35:30.872523+00:00,2019-12-23 18:35:30.875833+00:00,1,0,,,,,94,94,41,94
Game,74,32175,2019-12-23 18:26:16.486813+00:00,2019-12-23 18:35:13.021219+00:00,2,2,,,,,329.174,329.174,,329.174
Video,12264,176609,2019-12-23 18:35:11.981024+00:00,2019-12-23 18:35:11.984177+00:00,1,0,,TRUE,1,20191223,300,300,100,300
Video,10683,162591,2019-12-21 02:54:58.299937+00:00,2019-12-23 18:35:10.417936+00:00,2,0,,TRUE,2,20191223,294,588,100,294
Video,12594,168342,2019-12-23 18:34:24.246629+00:00,2019-12-23 18:34:24.249388+00:00,1,0,,TRUE,1,20191223,247,247,100,247
Show,541,175264,2019-12-23 18:23:25.683846+00:00,2019-12-23 18:34:09.489336+00:00,2,0,,,,,,,,
Video,13775,53944,2019-12-22 17:59:50.309793+00:00,2019-12-23 18:33:51.355461+00:00,4,3,,TRUE,4,20191223,330,1320,100,330
Video,11210,169892,2019-12-23 18:33:45.931294+00:00,2019-12-23 18:33:49.515507+00:00,1,1,,,,,24024,24024,1544,24024
Video,13630,176341,2019-12-23 18:33:37.313814+00:00,2019-12-23 18:33:37.317534+00:00,1,0,,,,,12,12,30,12
Video,29,160611,2019-12-23 18:33:31.043918+00:00,2019-12-23 18:33:31.047982+00:00,1,0,,,,,0,0,0,0
Show,77,176341,2019-12-23 18:33:28.339137+00:00,2019-12-23 18:33:28.342883+00:00,1,0,,,,,,,,
Video,13257,176237,2019-12-18 15:08:12.825921+00:00,2019-12-23 18:33:11.810908+00:00,2,0,,TRUE,2,20191223,301,602,100,301
Video,11907,169892,2019-10-16 18:41:17.003034+00:00,2019-12-23 18:32:41.620820+00:00,2,2,,TRUE,1,20191016,1555,2503,100,948
Show,542,169892,2019-10-07 00:14:29.183607+00:00,2019-12-23 18:32:36.690063+00:00,14,9,,,,,,,,
Game,88,32175,2019-08-25 16:59:45.177122+00:00,2019-12-23 18:32:07.986202+00:00,2,2,,,,,232.1359999,417.526,,185.3900001
Video,175,169892,2019-10-02 21:18:45.645278+00:00,2019-12-23 18:32:05.521066+00:00,3,0,,,,,77,77,29,77
Show,561,176341,2019-12-23 18:32:00.132180+00:00,2019-12-23 18:32:00.136468+00:00,1,0,,,,,,,,
Show,38,169892,2019-10-02 21:18:41.524879+00:00,2019-12-23 18:31:57.578530+00:00,3,0,,,,,,,,
Video,13998,171300,2019-12-23 18:31:13.625928+00:00,2019-12-23 18:31:28.786822+00:00,2,2,,,,,2570,56540,362,2570
Video,13744,174281,2019-12-23 18:31:23.344971+00:00,2019-12-23 18:31:23.347927+00:00,1,0,,,,,92,460,22,92
Show,589,171300,2019-12-23 18:31:13.602169+00:00,2019-12-23 18:31:13.605027+00:00,1,1,,,,,,,,
Video,710,171300,2019-12-09 21:45:34.341176+00:00,2019-12-23 18:30:58.211625+00:00,6,0,,,,,4542,4965.983112,669,95
