Content type,Object ID,User ID,First View,Last View,Views,Clicks,Liked,Completed,Times Completed,Last Completed,Max Duration,Total Duration,Max Duration Percent,Last Duration
Video,6040,34131,2019-12-23 19:46:12.640909+00:00,2019-12-23 19:46:19.291500+00:00,1,1,TRUE,,,,1,1,1,1
Video,233,168192,2019-09-02 18:27:04.807939+00:00,2019-12-23 19:46:14.174014+00:00,10,0,,TRUE,7,20191223,60,627,100,60
Video,445,163570,2019-12-23 19:46:10.231559+00:00,2019-12-23 19:46:13.798794+00:00,3,0,,,,,2979,8253,470,2295
Show,94,34131,2019-12-16 05:59:01.494615+00:00,2019-12-23 19:46:12.617297+00:00,2,0,,,,,,,,
Show,88,163570,2019-12-23 19:46:05.760727+00:00,2019-12-23 19:46:09.169198+00:00,4,0,,,,,,,,
Video,452,53944,2019-12-23 19:46:04.524214+00:00,2019-12-23 19:46:07.594468+00:00,1,1,,,,,161,161,18,161
Show,85,53944,2019-12-23 19:45:55.640022+00:00,2019-12-23 19:45:55.643073+00:00,1,1,,,,,,,,
Show,526,53944,2019-09-18 22:26:02.451008+00:00,2019-12-23 19:45:54.669784+00:00,13,7,,,,,,,,
Show,59,53944,2019-10-06 15:55:37.646894+00:00,2019-12-23 19:45:53.604605+00:00,11,8,,,,,,,,
Video,105,53944,2019-10-06 17:54:07.142046+00:00,2019-12-23 19:45:52.678724+00:00,8,0,,TRUE,1,20191206,83,180,100,1
Video,10320,34131,2019-12-23 19:45:50.203621+00:00,2019-12-23 19:45:50.207474+00:00,1,0,,,,,1,1,1,1
Show,11,53944,2019-10-06 17:54:03.908493+00:00,2019-12-23 19:45:49.496405+00:00,10,2,,,,,,,,
Video,13385,160066,2019-12-23 19:45:46.059383+00:00,2019-12-23 19:45:49.389924+00:00,1,1,,TRUE,1,20191223,330,330,100,330
Video,12554,53944,2019-12-04 17:46:00.257132+00:00,2019-12-23 19:45:35.561487+00:00,2,0,,,,,937,980,279,43
Show,554,53944,2019-11-18 03:06:01.957517+00:00,2019-12-23 19:45:31.261785+00:00,4,3,,,,,,,,
Video,12430,165257,2019-08-27 23:45:15.279157+00:00,2019-12-23 19:45:29.511145+00:00,11,23,,TRUE,7,20191223,1417,9919,100,1417
Show,560,165257,2019-08-27 22:57:33.316056+00:00,2019-12-23 19:45:25.198458+00:00,34,1,,,,,,,,
Video,3671,176609,2019-12-23 19:45:24.188144+00:00,2019-12-23 19:45:24.191045+00:00,1,0,,TRUE,1,20191223,190,190,100,190
Video,13591,53944,2019-11-09 12:40:50.005320+00:00,2019-12-23 19:45:23.859080+00:00,5,0,,,,,212,238,16,26
Video,232,168192,2019-09-02 18:25:57.500317+00:00,2019-12-23 19:45:11.173198+00:00,10,0,,TRUE,10,20191223,60,600,100,60
Video,14004,53944,2019-12-19 20:26:26.370846+00:00,2019-12-23 19:45:10.565073+00:00,6,1,,,,,7919,15629,877,45
Video,13668,162591,2019-11-15 01:00:16.360107+00:00,2019-12-23 19:45:07.876880+00:00,2,1,,TRUE,2,20191223,312,624,100,312
Video,13387,160066,2019-10-17 20:04:51.198363+00:00,2019-12-23 19:45:02.525816+00:00,2,2,,,,,460,682,85,222
Show,587,160066,2019-10-14 18:58:59.159521+00:00,2019-12-23 19:44:55.358290+00:00,4,3,,,,,,,,
Video,11197,53944,2019-10-06 19:50:31.467956+00:00,2019-12-23 19:44:54.645678+00:00,3,0,,,,,358,560,23,62
Show,542,53944,2019-10-06 19:50:27.081121+00:00,2019-12-23 19:44:49.478152+00:00,3,2,,,,,,,,
Game,66,66958,2019-12-23 19:42:33.404957+00:00,2019-12-23 19:44:47.373263+00:00,4,4,,,,,,,,
Game,129,30861,2019-12-23 19:40:49.050079+00:00,2019-12-23 19:44:41.807330+00:00,4,4,,,,,35.11400008,35.11400008,,35.11400008
Video,13609,30861,2019-12-23 19:44:38.720267+00:00,2019-12-23 19:44:38.720284+00:00,0,1,,,,,,,,
Show,395,30861,2019-12-23 19:44:38.698957+00:00,2019-12-23 19:44:38.703140+00:00,1,0,,,,,,,,
Game,69,66958,2019-12-23 19:44:30.157736+00:00,2019-12-23 19:44:32.538592+00:00,3,3,,,,,,,,
Video,11014,53944,2019-11-24 21:38:10.131624+00:00,2019-12-23 19:44:18.184006+00:00,8,0,,TRUE,1,20191220,95,252,100,1
Show,541,53944,2019-11-24 21:38:05.465226+00:00,2019-12-23 19:44:14.850059+00:00,11,1,,,,,,,,
Show,46,168192,2019-09-02 18:24:45.764417+00:00,2019-12-23 19:44:05.221733+00:00,12,0,,TRUE,1,20191031,,,,
Video,13153,53944,2019-11-26 23:17:40.521037+00:00,2019-12-23 19:43:41.773589+00:00,11,0,,TRUE,1,20191215,487,1590,100,42
Show,573,53944,2019-11-26 23:17:38.815243+00:00,2019-12-23 19:43:37.811233+00:00,11,7,,,,,,,,
Video,13181,34131,2019-12-23 19:43:33.003844+00:00,2019-12-23 19:43:37.482273+00:00,1,1,,TRUE,1,20191223,121,121,100,121
Show,569,168192,2019-09-02 08:47:31.794397+00:00,2019-12-23 19:43:34.666504+00:00,8,0,,,,,,,,
Show,536,34131,2019-12-23 19:43:32.985024+00:00,2019-12-23 19:43:32.988828+00:00,1,0,,,,,,,,
Game,90,167077,2019-12-23 18:58:30.642567+00:00,2019-12-23 19:43:31.152962+00:00,11,11,,,,,,,,
Video,13996,34131,2019-12-23 19:43:16.253612+00:00,2019-12-23 19:43:25.628284+00:00,1,2,,,,,39,39,5,39
Video,304,168192,2019-11-05 15:12:00.916525+00:00,2019-12-23 19:43:24.139407+00:00,6,4,,,,,212,403,10,212
Show,65,168192,2019-11-04 15:08:50.839112+00:00,2019-12-23 19:43:19.417788+00:00,7,4,,,,,,,,
Video,522,165017,2019-09-29 01:52:34.356337+00:00,2019-12-23 19:43:13.909188+00:00,12,0,,TRUE,12,20191223,300,3600,100,300
Video,61,176609,2019-12-23 19:42:19.582511+00:00,2019-12-23 19:42:19.586128+00:00,1,0,,TRUE,1,20191223,180,180,100,180
Game,150,30861,2019-12-10 17:43:49.842713+00:00,2019-12-23 19:41:42.876631+00:00,3,3,,,,,5.938999891,5.938999891,,5.938999891
Game,80,66958,2019-12-23 19:41:09.869438+00:00,2019-12-23 19:41:10.756956+00:00,2,2,,,,,,,,
Video,11538,169252,2019-12-23 19:41:03.865960+00:00,2019-12-23 19:41:08.127924+00:00,1,1,,,,,3973,3973,618,3973
Video,14004,160066,2019-12-23 19:40:55.200371+00:00,2019-12-23 19:41:00.573697+00:00,1,1,,,,,1842,1842,204,1842
Show,589,160066,2019-12-23 19:40:51.484984+00:00,2019-12-23 19:40:55.185228+00:00,1,1,,,,,,,,
Video,10250,170716,2019-10-20 14:42:58.173128+00:00,2019-12-23 19:40:27.700381+00:00,9,10,,TRUE,2,20191113,1120,3199.039729,100,291
Video,291,53944,2019-09-19 14:22:14.776018+00:00,2019-12-23 19:40:22.296019+00:00,8,0,TRUE,TRUE,1,20191127,1784,6578,328,8
Game,37,66958,2019-12-23 19:40:15.169166+00:00,2019-12-23 19:40:16.924228+00:00,3,3,,,,,,,,
Video,443,162591,2019-09-09 18:53:01.531204+00:00,2019-12-23 19:39:46.831092+00:00,3,0,,TRUE,2,20191223,882,1482,100,300
Video,14015,170716,2019-12-23 14:44:08.458216+00:00,2019-12-23 19:39:40.752750+00:00,2,7,,,,,227,302,27,227
Video,9202,176609,2019-12-23 19:39:10.001295+00:00,2019-12-23 19:39:10.004791+00:00,1,0,,TRUE,1,20191223,188,188,100,188
Game,162,30861,2019-12-23 19:38:47.469365+00:00,2019-12-23 19:38:52.477790+00:00,2,2,,,,,,,,
Video,13289,32263,2019-12-23 19:38:01.873956+00:00,2019-12-23 19:38:01.879989+00:00,1,0,,,,,39,156,13,39
Video,11102,165017,2019-09-09 20:39:28.090099+00:00,2019-12-23 19:37:57.722964+00:00,18,0,,TRUE,12,20191223,304,4379,100,304
Show,101,165017,2019-09-09 20:39:25.115569+00:00,2019-12-23 19:37:53.869023+00:00,20,0,,,,,,,,
Game,161,30861,2019-12-12 02:04:15.060586+00:00,2019-12-23 19:37:50.472173+00:00,4,4,,,,,45.42299986,45.42299986,,45.42299986
Video,12949,165017,2019-10-14 18:00:17.764758+00:00,2019-12-23 19:37:34.662584+00:00,6,0,,TRUE,5,20191221,661,3430,100,125
Show,570,165017,2019-10-14 18:00:13.621846+00:00,2019-12-23 19:37:30.785471+00:00,6,0,,,,,,,,
Video,14005,176492,2019-12-23 19:32:38.693878+00:00,2019-12-23 19:37:30.703559+00:00,1,4,,,,,,,,
Video,13745,53944,2019-12-23 19:23:36.753330+00:00,2019-12-23 19:36:55.526655+00:00,11,11,,TRUE,1,20191223,102,553,101,102
Show,588,176492,2019-12-23 19:36:37.327863+00:00,2019-12-23 19:36:37.330717+00:00,1,0,,,,,,,,
Video,63,176609,2019-12-23 19:36:29.298928+00:00,2019-12-23 19:36:29.302134+00:00,1,0,,TRUE,1,20191223,192,192,100,192
Video,13667,162591,2019-12-18 21:29:32.710978+00:00,2019-12-23 19:36:27.632105+00:00,2,0,,TRUE,2,20191223,260,520,100,260
Game,83,175754,2019-12-23 19:25:17.679320+00:00,2019-12-23 19:36:25.638460+00:00,2,2,,,,,269.7479999,279.875,,10.12700009
Video,13656,53944,2019-12-23 19:36:23.070790+00:00,2019-12-23 19:36:23.074384+00:00,1,0,,,,,36,36,35,36
Video,12178,34131,2019-12-23 19:36:18.369491+00:00,2019-12-23 19:36:18.372404+00:00,1,0,,,,,,,,
Show,126,388,2019-08-25 16:58:13.075037+00:00,2019-12-23 19:36:11.949843+00:00,7,1,,,,,,,,
Video,64,176609,2019-12-23 19:36:10.869719+00:00,2019-12-23 19:36:10.873108+00:00,1,0,,TRUE,1,20191223,141,141,100,141
Show,3,388,2019-08-25 16:28:16.152475+00:00,2019-12-23 19:35:51.465681+00:00,22,11,,,,,,,,
Video,13283,32263,2019-12-20 16:47:23.966753+00:00,2019-12-23 19:35:43.618270+00:00,9,12,,TRUE,1,20191223,875,1295,100,303
Video,13996,164468,2019-12-23 19:35:42.319992+00:00,2019-12-23 19:35:42.320007+00:00,0,1,,,,,,,,
Show,589,164468,2019-12-23 19:32:37.594226+00:00,2019-12-23 19:35:42.303271+00:00,2,0,,,,,,,,
Game,84,37628,2019-09-08 06:50:26.562196+00:00,2019-12-23 19:35:38.512824+00:00,55,55,,,,,3065.692,3694.88,,3065.692
Show,584,176492,2019-12-23 19:35:31.170133+00:00,2019-12-23 19:35:31.170162+00:00,0,2,,,,,,,,
Game,84,176492,2019-12-23 19:33:10.898944+00:00,2019-12-23 19:33:12.860341+00:00,2,2,,,,,,,,
Game,73,176492,2019-12-23 19:33:01.674747+00:00,2019-12-23 19:33:07.701032+00:00,3,3,,,,,,,,
Game,161,176492,2019-12-23 19:32:58.685404+00:00,2019-12-23 19:33:00.194312+00:00,2,2,,,,,,,,
Video,1800,175276,2019-12-23 19:27:30.802295+00:00,2019-12-23 19:32:55.579390+00:00,2,0,,TRUE,1,20191223,20,21,100,1
Video,13999,164468,2019-12-23 19:32:37.611295+00:00,2019-12-23 19:32:37.611315+00:00,0,1,,,,,,,,
Game,127,37628,2019-09-11 17:12:11.315615+00:00,2019-12-23 19:32:36.638075+00:00,3,3,,,,,4671.189,4671.189,,4671.189
Game,107,170716,2019-11-11 21:46:50.154521+00:00,2019-12-23 19:32:34.527566+00:00,4,4,,,,,327.563,327.563,,327.563
Game,5,37628,2019-09-03 18:55:05.740747+00:00,2019-12-23 19:32:30.742894+00:00,25,25,,,,,16.4289999,52.06099987,,16.4289999
Show,587,176492,2019-12-23 19:32:20.693406+00:00,2019-12-23 19:32:20.693419+00:00,0,1,,,,,,,,
Game,161,37628,2019-12-23 19:31:47.091108+00:00,2019-12-23 19:32:11.404054+00:00,24,24,,,,,,,,
Video,1520,175276,2019-12-23 19:27:05.539470+00:00,2019-12-23 19:32:00.686995+00:00,2,0,,TRUE,2,20191223,20,40,100,20
Game,158,170716,2019-12-23 19:31:40.173391+00:00,2019-12-23 19:31:46.120882+00:00,3,3,TRUE,,,,284.046,284.046,,284.046
Game,156,170716,2019-11-08 01:19:02.100166+00:00,2019-12-23 19:31:41.245419+00:00,7,7,,,,,101.516,214.3830001,,37.92799997
Video,1519,175276,2019-12-23 19:26:42.182875+00:00,2019-12-23 19:31:30.094403+00:00,2,0,,TRUE,2,20191223,20,40,100,20
Video,13230,32263,2019-11-16 20:28:33.471562+00:00,2019-12-23 19:31:17.981396+00:00,5,1,,,,,887,1001,295,63
Video,59,34131,2019-12-23 19:31:10.946782+00:00,2019-12-23 19:31:16.978454+00:00,1,1,,TRUE,1,20191223,173,173,100,173
Show,7,34131,2019-12-23 19:31:10.913339+00:00,2019-12-23 19:31:10.922140+00:00,1,0,,,,,,,,
Video,65,176609,2019-12-23 19:31:02.959313+00:00,2019-12-23 19:31:02.962614+00:00,1,0,,TRUE,1,20191223,156,156,100,156
Video,10032,34131,2019-12-23 05:40:38.883652+00:00,2019-12-23 19:30:53.749562+00:00,2,1,,,,,602,643,245,41
Video,4978,175276,2019-12-23 19:30:34.266671+00:00,2019-12-23 19:30:34.270863+00:00,1,0,,TRUE,1,20191223,53,53,100,53
Game,123,170716,2019-11-09 20:15:39.760938+00:00,2019-12-23 19:30:31.443516+00:00,12,12,,,,,769.9560001,1368.598,,63.15400004
Game,82,170716,2019-10-19 14:23:21.509333+00:00,2019-12-23 19:30:23.040797+00:00,11,11,,,,,87.53699994,233.5199997,,37.98200011
Game,88,170716,2019-11-09 22:00:08.795358+00:00,2019-12-23 19:30:21.896818+00:00,4,4,,,,,52.19599986,96.40499973,,44.20899987
Video,1350,175276,2019-12-23 19:30:12.378838+00:00,2019-12-23 19:30:12.382451+00:00,1,0,,TRUE,1,20191223,20,20,100,20
Video,1804,175276,2019-12-23 19:29:49.028014+00:00,2019-12-23 19:29:49.030932+00:00,1,0,,TRUE,1,20191223,20,20,100,20
Game,121,170716,2019-10-19 21:02:32.384348+00:00,2019-12-23 19:29:41.647870+00:00,9,9,,,,,69.68199992,139.4949999,,41.45000005
Video,1803,175276,2019-12-23 19:29:26.331962+00:00,2019-12-23 19:29:26.334834+00:00,1,0,,TRUE,1,20191223,20,20,100,20
Video,11394,168257,2019-10-25 06:52:05.768979+00:00,2019-12-23 19:29:15.698344+00:00,14,14,,TRUE,1,20191123,21206,307858,1187,5760
Video,13654,53944,2019-12-23 19:29:12.049327+00:00,2019-12-23 19:29:14.941336+00:00,1,1,,TRUE,1,20191223,76,76,100,76
Video,1522,175276,2019-12-23 19:29:03.545984+00:00,2019-12-23 19:29:03.549147+00:00,1,0,,TRUE,1,20191223,20,20,100,20
Video,1802,175276,2019-12-23 19:28:41.178405+00:00,2019-12-23 19:28:41.181597+00:00,1,0,,TRUE,1,20191223,20,20,100,20
Video,66,176609,2019-12-23 19:28:29.076908+00:00,2019-12-23 19:28:29.081395+00:00,1,0,,TRUE,1,20191223,155,155,100,155
Video,1801,175276,2019-12-23 19:28:17.350267+00:00,2019-12-23 19:28:17.354020+00:00,1,0,,TRUE,1,20191223,20,20,100,20
Video,12949,168257,2019-08-27 09:20:50.037793+00:00,2019-12-23 19:28:11.688882+00:00,21,2,TRUE,TRUE,1,20191222,2201,5792,100,171
Show,570,168257,2019-08-27 09:20:46.447887+00:00,2019-12-23 19:28:06.596383+00:00,18,12,,,,,,,,
Video,1521,175276,2019-12-23 19:27:54.472254+00:00,2019-12-23 19:27:54.475091+00:00,1,0,,TRUE,1,20191223,20,20,100,20
Video,13629,53944,2019-12-23 19:27:52.333292+00:00,2019-12-23 19:27:52.336338+00:00,1,0,,,,,5,5,9,5
Video,13628,53944,2019-11-08 23:32:32.256102+00:00,2019-12-23 19:26:40.253718+00:00,2,1,,TRUE,1,20191223,70,84,100,70
Show,177,175276,2019-12-23 19:26:37.028720+00:00,2019-12-23 19:26:37.032367+00:00,1,0,,TRUE,1,20191223,,,,
Video,11345,169892,2019-12-23 19:26:20.080411+00:00,2019-12-23 19:26:20.083131+00:00,1,0,,TRUE,1,20191223,1557,1557,100,1557
Video,13229,32263,2019-11-16 20:34:04.486044+00:00,2019-12-23 19:26:15.589883+00:00,16,16,TRUE,TRUE,4,20191223,899,10856,100,301
Video,4259,34131,2019-12-23 19:26:06.564416+00:00,2019-12-23 19:26:12.465233+00:00,1,1,,TRUE,1,20191223,241,241,100,241
Video,2867,65734,2019-12-23 01:38:24.102509+00:00,2019-12-23 19:26:10.646415+00:00,3,0,,TRUE,2,20191223,151,468,100,83
Video,14002,45979,2019-12-23 19:26:10.336794+00:00,2019-12-23 19:26:10.344272+00:00,1,0,,,,,,,,
Show,301,34131,2019-12-23 05:34:32.572557+00:00,2019-12-23 19:26:06.533228+00:00,2,0,,,,,,,,
Video,13657,32263,2019-12-23 19:25:56.525216+00:00,2019-12-23 19:25:56.529131+00:00,1,0,,,,,45,45,15,45
Video,13996,388,2019-12-23 19:25:46.337440+00:00,2019-12-23 19:25:49.774241+00:00,1,1,,,,,,,,
Game,108,171248,2019-12-17 00:13:26.422874+00:00,2019-12-23 19:25:30.292832+00:00,3,3,,,,,,,,
Video,4074,162591,2019-09-09 18:41:54.903287+00:00,2019-12-23 19:25:28.240432+00:00,3,0,,TRUE,2,20191223,363,1500,100,363
Show,71,162591,2019-09-08 23:20:40.638851+00:00,2019-12-23 19:25:23.822578+00:00,12,0,,,,,,,,
Video,67,176609,2019-12-23 19:24:16.442157+00:00,2019-12-23 19:24:19.939212+00:00,1,1,,TRUE,1,20191223,194,194,100,194
Video,2866,65734,2019-12-23 01:36:01.907073+00:00,2019-12-23 19:23:46.719911+00:00,3,0,,TRUE,3,20191223,142,426,100,142
Video,12256,170123,2019-12-23 19:23:20.670786+00:00,2019-12-23 19:23:20.673861+00:00,1,0,,,,,17,85,15,17
Video,30,170716,2019-12-23 19:22:37.816262+00:00,2019-12-23 19:23:03.448355+00:00,2,1,,TRUE,1,20191223,175,211,100,175
Video,13997,388,2019-12-23 19:22:53.800638+00:00,2019-12-23 19:22:53.804241+00:00,1,0,,,,,1314,1314,143,1314
Video,3166,65734,2019-12-23 01:33:47.254542+00:00,2019-12-23 19:21:35.190381+00:00,3,0,,TRUE,3,20191223,130,390,100,130
Video,13438,32263,2019-11-01 14:21:32.787827+00:00,2019-12-23 19:20:52.218796+00:00,10,8,,TRUE,1,20191223,918,6484,100,303
Video,31,170716,2019-12-23 19:20:37.596218+00:00,2019-12-23 19:20:37.599608+00:00,1,0,,TRUE,1,20191223,118,118,100,118
Video,12255,170123,2019-12-23 18:46:03.393037+00:00,2019-12-23 19:20:18.966625+00:00,2,1,,TRUE,1,20191223,178,204,100,178
Game,129,66958,2019-12-23 19:19:00.569970+00:00,2019-12-23 19:19:00.574172+00:00,1,1,,,,,,,,
Video,68,176609,2019-12-23 19:18:39.767704+00:00,2019-12-23 19:18:49.820096+00:00,2,3,,,,,475,604,198,475
Video,13748,53944,2019-12-23 19:18:30.780025+00:00,2019-12-23 19:18:38.693286+00:00,1,1,,TRUE,1,20191223,273,273,100,273
Show,77,53944,2019-09-12 23:30:30.107260+00:00,2019-12-23 19:18:30.752117+00:00,8,1,,,,,,,,
Video,12254,170123,2019-12-23 19:18:21.038752+00:00,2019-12-23 19:18:21.042446+00:00,1,0,,TRUE,1,20191223,135,135,100,135
Video,32,170716,2019-12-23 19:17:37.917342+00:00,2019-12-23 19:17:40.869368+00:00,1,1,,TRUE,1,20191223,174,174,100,174
Game,66,171248,2019-12-17 00:12:59.813431+00:00,2019-12-23 19:17:33.545904+00:00,8,8,,,,,90.38600016,141.2630002,,50.87700009
Show,7,176609,2019-12-22 22:57:19.865360+00:00,2019-12-23 19:16:58.498803+00:00,3,2,,,,,,,,
Video,13257,166753,2019-09-01 08:43:09.325315+00:00,2019-12-23 19:16:42.596262+00:00,7,1,TRUE,TRUE,3,20191223,301,960,100,301
Game,84,176271,2019-12-23 19:16:32.950133+00:00,2019-12-23 19:16:32.952951+00:00,1,1,,,,,,,,
Video,29,170716,2019-12-16 21:18:10.735995+00:00,2019-12-23 19:16:18.593169+00:00,2,5,,,,,191,839,104,143
Video,385,170716,2019-12-20 21:51:36.148862+00:00,2019-12-23 19:15:55.416940+00:00,3,3,,,,,61,133,21,26
Video,13130,162591,2019-08-31 17:28:07.867259+00:00,2019-12-23 19:15:53.343542+00:00,4,0,,,,,3077,6608,412,3077
Video,2865,65734,2019-12-23 01:27:45.055687+00:00,2019-12-23 19:15:33.092085+00:00,4,0,,TRUE,2,20191223,361,806.031958,100,361
Video,12253,170123,2019-12-23 19:15:28.753824+00:00,2019-12-23 19:15:28.756860+00:00,1,0,,TRUE,1,20191223,151,151,100,151
Video,13159,34131,2019-12-23 06:09:03.409986+00:00,2019-12-23 19:15:19.924071+00:00,2,2,,,,,875,1738,291,863
Video,13437,32263,2019-11-01 14:16:30.553970+00:00,2019-12-23 19:15:19.345055+00:00,4,4,,TRUE,2,20191223,899,2384,100,302
Video,386,170716,2019-12-23 19:14:55.744886+00:00,2019-12-23 19:14:58.732961+00:00,1,1,,,,,81,81,34,81
Video,11344,169252,2019-12-16 20:54:35.955425+00:00,2019-12-23 19:14:55.619100+00:00,5,0,,,,,3644,80491,586,3402
Video,13086,176609,2019-12-23 19:14:52.973847+00:00,2019-12-23 19:14:52.977986+00:00,1,0,,,,,,,,
Show,543,169252,2019-12-16 20:52:26.475438+00:00,2019-12-23 19:14:50.526403+00:00,4,1,,,,,,,,
Show,572,176609,2019-12-23 19:14:43.225833+00:00,2019-12-23 19:14:43.231357+00:00,1,0,,,,,,,,
Video,13998,388,2019-12-23 19:14:38.496275+00:00,2019-12-23 19:14:41.612483+00:00,1,1,,,,,477.0181401,477.0181401,67.18565354,477.0181401
Video,13773,53944,2019-12-22 18:31:42.489751+00:00,2019-12-23 19:14:37.105152+00:00,5,1,,TRUE,3,20191223,379,1466.985748,115,379
Video,377,170716,2019-10-21 20:51:29.500754+00:00,2019-12-23 19:14:30.592400+00:00,8,9,,,,,229,1263,66,76
Video,14004,388,2019-12-23 16:36:45.640007+00:00,2019-12-23 19:14:29.518197+00:00,8,0,,,,,433,820,48,279
Video,459,32263,2019-11-27 15:06:56.660169+00:00,2019-12-23 19:14:28.633367+00:00,2,0,,,,,13,13,2,13
Show,589,388,2019-12-23 16:36:41.222890+00:00,2019-12-23 19:14:25.517861+00:00,22,4,,,,,,,,
Show,95,32263,2019-11-27 15:06:48.673788+00:00,2019-12-23 19:14:22.842814+00:00,2,0,,,,,,,,
Video,340,176609,2019-12-23 19:13:51.806889+00:00,2019-12-23 19:13:51.811670+00:00,1,0,,,,,,,,
Video,9941,388,2019-08-25 14:45:46.384810+00:00,2019-12-23 19:13:45.715550+00:00,7,2,,,,,796,1128,231,103
Show,68,176609,2019-12-23 19:13:42.480110+00:00,2019-12-23 19:13:42.483274+00:00,1,0,,,,,,,,
Show,528,388,2019-08-25 14:45:42.880012+00:00,2019-12-23 19:13:41.279940+00:00,5,2,,,,,,,,
Video,380,170716,2019-12-23 19:13:29.953790+00:00,2019-12-23 19:13:40.162680+00:00,1,1,,,,,122,122,52,122
Game,102,176609,2019-12-23 18:18:52.711115+00:00,2019-12-23 19:13:19.826351+00:00,3,3,,,,,,,,
Video,10032,169252,2019-12-23 18:56:12.497898+00:00,2019-12-23 19:13:11.234840+00:00,2,1,,TRUE,1,20191223,246,364,100,118
Video,12252,170123,2019-12-23 19:13:06.073540+00:00,2019-12-23 19:13:06.076894+00:00,1,0,,TRUE,1,20191223,178,178,100,178
Game,150,176341,2019-12-23 19:13:04.472343+00:00,2019-12-23 19:13:04.475305+00:00,1,1,,,,,,,,
Video,12079,65734,2019-12-23 01:24:41.484205+00:00,2019-12-23 19:13:04.402807+00:00,4,0,,TRUE,3,20191223,187,564.0022477,100,187
Game,159,176341,2019-12-23 19:11:27.972301+00:00,2019-12-23 19:13:03.360369+00:00,3,3,,,,,,,,
Game,160,176341,2019-12-23 19:11:23.825842+00:00,2019-12-23 19:13:02.324255+00:00,2,2,,,,,,,,
Game,162,176341,2019-12-23 19:13:00.263623+00:00,2019-12-23 19:13:01.349161+00:00,2,2,,,,,,,,
Video,13228,170716,2019-12-23 19:12:12.578906+00:00,2019-12-23 19:12:12.582636+00:00,1,0,,,,,48,48,53,48
Video,13256,166753,2019-09-02 10:10:07.370752+00:00,2019-12-23 19:12:11.312114+00:00,4,0,,TRUE,4,20191223,301,1204,100,301
Game,161,176341,2019-12-23 19:11:08.464073+00:00,2019-12-23 19:12:05.812424+00:00,16,16,,,,,,,,
Game,84,176341,2019-12-23 19:11:26.021902+00:00,2019-12-23 19:12:02.525651+00:00,8,8,,,,,,,,
Video,4969,65734,2019-09-09 17:48:32.528663+00:00,2019-12-23 19:11:37.530136+00:00,5,0,,TRUE,2,20191223,104,252.0703702,100,104
Video,14003,45979,2019-12-23 19:11:37.319916+00:00,2019-12-23 19:11:37.324001+00:00,1,0,,TRUE,1,20191223,940,940,100,940
Video,13227,170716,2019-10-20 14:33:06.871841+00:00,2019-12-23 19:11:24.911389+00:00,2,0,,TRUE,1,20191020,113,126.962807,100,13.96280704
Video,12251,170123,2019-12-23 19:11:23.518912+00:00,2019-12-23 19:11:23.522999+00:00,1,0,,TRUE,1,20191223,143,143,100,143
Video,13226,170716,2019-10-20 14:32:17.980309+00:00,2019-12-23 19:10:14.448588+00:00,3,4,,TRUE,2,20191223,41,93,100,41
Video,13087,170716,2019-12-23 19:08:01.710500+00:00,2019-12-23 19:10:07.728388+00:00,31,51,,,,,39,798,12,33
Game,161,176366,2019-12-20 09:01:31.561181+00:00,2019-12-23 19:10:02.277336+00:00,8,8,,,,,127.3110001,222.6990001,,95.38800001
Game,160,176366,2019-12-20 09:11:30.030106+00:00,2019-12-23 19:10:00.155222+00:00,10,10,,,,,37.73799992,42.96099973,,5.222999811
Video,12947,65734,2019-12-23 19:09:58.337985+00:00,2019-12-23 19:09:58.341107+00:00,1,0,,TRUE,1,20191223,89,89,100,89
Video,13779,53944,2019-12-22 18:25:32.110213+00:00,2019-12-23 19:09:50.142708+00:00,4,0,,TRUE,4,20191223,330,1320,100,330
Game,28,176366,2019-12-23 18:47:39.527611+00:00,2019-12-23 19:09:48.862589+00:00,7,7,,,,,,,,
Video,9421,176030,2019-12-23 19:09:44.399697+00:00,2019-12-23 19:09:44.402839+00:00,1,0,,,,,91,91,38,91
Video,12250,170123,2019-12-23 19:09:06.913045+00:00,2019-12-23 19:09:06.916655+00:00,1,0,,TRUE,1,20191223,119,119,100,119
Video,4259,169252,2019-10-14 12:55:52.694840+00:00,2019-12-23 19:08:14.064863+00:00,3,2,,TRUE,1,20191223,241,346,100,241
Video,10684,176341,2019-12-23 19:06:52.926753+00:00,2019-12-23 19:06:52.926779+00:00,0,0,,,,,2605,2605,55,2605
Video,13233,166753,2019-09-02 10:05:04.175311+00:00,2019-12-23 19:06:50.355506+00:00,4,0,,TRUE,4,20191223,300,1200,100,300
Video,14009,176609,2019-12-23 19:06:47.055935+00:00,2019-12-23 19:06:47.055948+00:00,0,1,,,,,,,,
Show,588,176609,2019-12-22 22:55:17.914580+00:00,2019-12-23 19:06:47.040337+00:00,8,0,,,,,,,,
Show,121,176609,2019-12-23 19:06:42.009429+00:00,2019-12-23 19:06:45.846457+00:00,2,0,,,,,,,,
Video,704,176609,2019-12-23 19:06:42.039235+00:00,2019-12-23 19:06:42.039262+00:00,0,2,,,,,,,,
Video,13290,176237,2019-12-23 19:06:38.213552+00:00,2019-12-23 19:06:38.217056+00:00,1,0,,,,,,,,
Video,12249,170123,2019-12-23 19:06:33.603816+00:00,2019-12-23 19:06:33.606619+00:00,1,0,,TRUE,1,20191223,119,119,100,119
